country,year,sales_value,sales_unit,indicator
FI,2006,88.2,I10,G47_NF_HLTH
FI,2007,93.0,I10,G47_NF_HLTH
FI,2008,99.0,I10,G47_NF_HLTH
FI,2009,99.9,I10,G47_NF_HLTH
FI,2010,99.7,I10,G47_NF_HLTH
FI,2011,101.6,I10,G47_NF_HLTH
FI,2012,106.4,I10,G47_NF_HLTH
FI,2013,107.9,I10,G47_NF_HLTH
FI,2014,111.7,I10,G47_NF_HLTH
FI,2015,115.6,I10,G47_NF_HLTH
FI,2016,119.3,I10,G47_NF_HLTH
FI,2017,120.2,I10,G47_NF_HLTH
FI,2018,108.0,I15,G47_NF_HLTH
FI,2019,111.9,I15,G47_NF_HLTH
FI,2020,113.7,I15,G47_NF_HLTH
FI,2021,116.0,I15,G47_NF_HLTH
FI,2022,121.1,I15,G47_NF_HLTH
FI,2023,124.8,I15,G47_NF_HLTH
FR,1999,65.3,I10,G47
FR,2000,70.2,I10,G47
FR,2001,76.2,I10,G47
FR,2002,79.0,I10,G47
FR,2003,81.1,I10,G47
FR,2004,84.3,I10,G47
FR,2005,86.3,I10,G47
FR,2006,89.8,I10,G47
FR,2007,93.6,I10,G47
FR,2008,97.3,I10,G47
FR,2009,96.1,I10,G47
FR,2010,100.0,I10,G47
FR,2011,105.0,I10,G47
FR,2012,108.2,I10,G47
FR,2013,109.1,I10,G47
FR,2014,109.0,I10,G47
FR,2015,110.7,I10,G47
FR,2016,112.8,I10,G47
FR,2017,117.6,I10,G47
FR,2018,110.6,I15,G47
FR,2019,113.8,I15,G47
FR,2020,110.6,I15,G47
FR,2021,122.8,I15,G47
FR,2022,133.9,I15,G47
FR,2023,139.3,I15,G47
FR,2024,115.9,I21,G47
FR,2025,118.7,I21,G47
FR,1999,58.5,I15,G476
FR,2000,65.0,I15,G476
FR,2001,71.1,I15,G476
FR,2002,74.5,I15,G476
FR,2003,78.2,I15,G476
FR,2004,81.9,I15,G476
FR,2005,83.9,I15,G476
FR,2006,86.4,I15,G476
FR,2007,90.0,I15,G476
FR,2008,91.2,I15,G476
FR,2009,91.4,I15,G476
FR,2010,94.1,I15,G476
FR,2011,96.5,I15,G476
FR,2012,97.7,I15,G476
FR,2013,96.2,I15,G476
FR,2014,96.8,I15,G476
FR,2015,100.0,I15,G476
FR,2016,102.8,I15,G476
FR,2017,106.7,I15,G476
FR,2018,107.4,I15,G476
FR,2019,112.3,I15,G476
FR,2020,103.1,I15,G476
FR,2021,119.8,I15,G476
FR,2022,132.1,I15,G476
FR,2023,115.0,I21,G476
FR,2024,116.1,I21,G476
FR,2025,117.7,I21,G476
FR,1999,62.9,I10,G47_NF_HLTH
FR,2000,61.5,I10,G47_NF_HLTH
FR,2001,66.3,I10,G47_NF_HLTH
FR,2002,69.8,I10,G47_NF_HLTH
FR,2003,74.8,I10,G47_NF_HLTH
FR,2004,78.7,I10,G47_NF_HLTH
FR,2005,83.5,I10,G47_NF_HLTH
FR,2006,87.4,I10,G47_NF_HLTH
FR,2007,92.3,I10,G47_NF_HLTH
FR,2008,95.5,I10,G47_NF_HLTH
FR,2009,98.3,I10,G47_NF_HLTH
FR,2010,100.1,I10,G47_NF_HLTH
FR,2011,102.4,I10,G47_NF_HLTH
FR,2012,104.0,I10,G47_NF_HLTH
FR,2013,105.2,I10,G47_NF_HLTH
FR,2014,105.8,I10,G47_NF_HLTH
FR,2015,106.8,I10,G47_NF_HLTH
FR,2016,108.5,I10,G47_NF_HLTH
FR,2017,110.9,I10,G47_NF_HLTH
FR,2018,107.1,I15,G47_NF_HLTH
FR,2019,110.1,I15,G47_NF_HLTH
FR,2020,111.1,I15,G47_NF_HLTH
FR,2021,121.7,I15,G47_NF_HLTH
HR,2000,50.2,I10,G47
HR,2001,58.3,I10,G47
HR,2002,65.3,I10,G47
HR,2003,73.3,I10,G47
HR,2004,79.9,I10,G47
HR,2005,85.4,I10,G47
HR,2006,92.5,I10,G47
HR,2007,100.0,I10,G47
HR,2008,107.7,I10,G47
HR,2009,103.1,I10,G47
HR,2010,100.2,I10,G47
HR,2011,102.6,I10,G47
HR,2012,102.3,I10,G47
HR,2013,105.2,I10,G47
HR,2014,103.9,I10,G47
HR,2015,106.6,I10,G47
HR,2016,106.5,I10,G47
HR,2017,113.4,I10,G47
HR,2018,111.8,I15,G47
HR,2019,117.1,I15,G47
HR,2020,111.4,I15,G47
HR,2021,127.7,I15,G47
HR,2022,144.5,I15,G47
HR,2023,155.8,I15,G47
HR,2024,141.5,I21,G47
HR,2025,149.8,I21,G47
HR,2000,39.9,I15,G47_NF_HLTH
HR,2001,43.5,I15,G47_NF_HLTH
HR,2002,47.0,I15,G47_NF_HLTH
HR,2003,56.4,I15,G47_NF_HLTH
HR,2004,60.0,I15,G47_NF_HLTH
HR,2005,69.4,I15,G47_NF_HLTH
HR,2006,74.1,I15,G47_NF_HLTH
HR,2007,84.2,I15,G47_NF_HLTH
HR,2008,91.1,I15,G47_NF_HLTH
HR,2009,92.6,I15,G47_NF_HLTH
HR,2010,93.8,I15,G47_NF_HLTH
HR,2011,95.6,I15,G47_NF_HLTH
HR,2012,97.0,I15,G47_NF_HLTH
HR,2013,98.8,I15,G47_NF_HLTH
HR,2014,97.4,I15,G47_NF_HLTH
HR,2015,100.1,I15,G47_NF_HLTH
HR,2016,104.4,I15,G47_NF_HLTH
HR,2017,111.0,I15,G47_NF_HLTH
HR,2018,117.2,I15,G47_NF_HLTH
HR,2019,127.5,I15,G47_NF_HLTH
HR,2020,134.8,I15,G47_NF_HLTH
HR,2021,143.4,I15,G47_NF_HLTH
HR,2022,157.8,I15,G47_NF_HLTH
HR,2023,184.1,I15,G47_NF_HLTH
HR,2024,156.4,I21,G47_NF_HLTH
HR,2025,171.2,I21,G47_NF_HLTH
HU,2000,55.2,I10,G47
HU,2001,61.1,I10,G47
HU,2002,68.3,I10,G47
HU,2003,75.0,I10,G47
HU,2004,82.0,I10,G47
HU,2005,87.9,I10,G47
HU,2006,94.8,I10,G47
HU,2007,97.5,I10,G47
HU,2008,101.2,I10,G47
HU,2009,97.4,I10,G47
HU,2010,100.0,I10,G47
HU,2011,105.7,I10,G47
HU,2012,110.6,I10,G47
HU,2013,114.1,I10,G47
HU,2014,119.8,I10,G47
HU,2015,124.1,I10,G47
HU,2016,129.3,I10,G47
HU,2017,139.3,I10,G47
HU,2018,124.7,I15,G47
HU,2019,136.3,I15,G47
HU,2020,140.6,I15,G47
HU,2021,156.3,I15,G47
HU,2022,189.2,I15,G47
HU,2023,204.3,I15,G47
HU,2024,136.7,I21,G47
HU,2025,143.8,I21,G47
HU,2000,33.7,I10,G47_NF_HLTH
HU,2001,37.5,I10,G47_NF_HLTH
HU,2002,43.6,I10,G47_NF_HLTH
HU,2003,47.8,I10,G47_NF_HLTH
HU,2004,54.8,I10,G47_NF_HLTH
HU,2005,65.3,I10,G47_NF_HLTH
HU,2006,75.4,I10,G47_NF_HLTH
HU,2007,88.4,I10,G47_NF_HLTH
HU,2008,91.0,I10,G47_NF_HLTH
HU,2009,95.1,I10,G47_NF_HLTH
HU,2010,100.0,I10,G47_NF_HLTH
HU,2011,105.7,I10,G47_NF_HLTH
HU,2012,111.7,I10,G47_NF_HLTH
HU,2013,117.1,I10,G47_NF_HLTH
HU,2014,123.8,I10,G47_NF_HLTH
HU,2015,132.4,I10,G47_NF_HLTH
HU,2016,140.3,I10,G47_NF_HLTH
HU,2017,151.2,I10,G47_NF_HLTH
HU,2018,124.6,I15,G47_NF_HLTH
HU,2019,133.8,I15,G47_NF_HLTH
HU,2020,140.5,I15,G47_NF_HLTH
IE,2000,74.4,I10,G47
IE,2001,81.9,I10,G47
IE,2002,85.8,I10,G47
IE,2003,89.1,I10,G47
IE,2004,93.8,I10,G47
IE,2005,99.8,I10,G47
IE,2006,108.7,I10,G47
IE,2007,117.1,I10,G47
IE,2008,116.6,I10,G47
IE,2009,103.3,I10,G47
IE,2010,99.5,I10,G47
IE,2011,96.7,I10,G47
IE,2012,95.8,I10,G47
IE,2013,95.8,I10,G47
IE,2014,98.6,I10,G47
IE,2015,102.5,I10,G47
IE,2016,104.8,I10,G47
IE,2017,109.0,I10,G47
IE,2018,107.0,I15,G47
IE,2019,109.8,I15,G47
IE,2020,110.1,I15,G47
IE,2021,116.8,I15,G47
IE,2022,125.7,I15,G47
IE,2023,131.1,I15,G47
IE,2024,117.5,I21,G47
IE,2025,119.9,I21,G47
IE,2000,55.8,I10,G47_NF_HLTH
IE,2001,65.1,I10,G47_NF_HLTH
IE,2002,71.7,I10,G47_NF_HLTH
IE,2003,77.5,I10,G47_NF_HLTH
IE,2004,85.1,I10,G47_NF_HLTH
IE,2005,91.8,I10,G47_NF_HLTH
IE,2006,101.3,I10,G47_NF_HLTH
IE,2007,109.2,I10,G47_NF_HLTH
IE,2008,111.2,I10,G47_NF_HLTH
IE,2009,107.2,I10,G47_NF_HLTH
IE,2010,99.2,I10,G47_NF_HLTH
IE,2011,93.0,I10,G47_NF_HLTH
IE,2012,92.9,I10,G47_NF_HLTH
IE,2013,90.0,I10,G47_NF_HLTH
IE,2014,88.0,I10,G47_NF_HLTH
IE,2015,90.1,I10,G47_NF_HLTH
IE,2016,92.7,I10,G47_NF_HLTH
IE,2017,96.5,I10,G47_NF_HLTH
IE,2018,105.8,I15,G47_NF_HLTH
IE,2019,109.5,I15,G47_NF_HLTH
IE,2020,114.3,I15,G47_NF_HLTH
IE,2021,122.6,I15,G47_NF_HLTH
IE,2022,127.9,I15,G47_NF_HLTH
IE,2023,135.9,I15,G47_NF_HLTH
IE,2024,111.2,I21,G47_NF_HLTH
IE,2025,115.3,I21,G47_NF_HLTH
IT,2000,86.7,I10,G47
IT,2001,88.7,I10,G47
IT,2002,90.6,I10,G47
IT,2003,92.6,I10,G47
IT,2004,93.0,I10,G47
IT,2005,94.8,I10,G47
IT,2006,97.4,I10,G47
IT,2007,98.9,I10,G47
IT,2008,100.3,I10,G47
IT,2009,97.5,I10,G47
IT,2010,100.0,I10,G47
IT,2011,101.9,I10,G47
IT,2012,102.0,I10,G47
IT,2013,100.1,I10,G47
IT,2014,99.9,I10,G47
IT,2015,100.6,I10,G47
IT,2016,100.4,I10,G47
IT,2017,102.8,I10,G47
IT,2018,101.8,I15,G47
IT,2019,102.6,I15,G47
IT,2020,94.6,I15,G47
IT,2021,104.1,I15,G47
IT,2022,111.7,I15,G47
IT,2023,114.5,I15,G47
IT,2024,110.5,I21,G47
IT,2025,111.1,I21,G47
IT,2015,100.0,I15,G476
IT,2016,102.9,I15,G476
IT,2017,102.6,I15,G476
IT,2018,100.5,I15,G476
IT,2019,100.1,I15,G476
IT,2020,84.4,I15,G476
IT,2021,96.0,I15,G476
IT,2022,100.2,I15,G476
IT,2023,101.0,I15,G476
IT,2024,104.0,I21,G476
IT,2025,103.3,I21,G476
IT,2000,91.3,I10,G47_NF_HLTH
IT,2001,94.1,I10,G47_NF_HLTH
IT,2002,95.5,I10,G47_NF_HLTH
IT,2003,95.4,I10,G47_NF_HLTH
IT,2004,95.0,I10,G47_NF_HLTH
IT,2005,95.1,I10,G47_NF_HLTH
IT,2006,96.3,I10,G47_NF_HLTH
IT,2007,97.9,I10,G47_NF_HLTH
IT,2008,97.6,I10,G47_NF_HLTH
IT,2009,97.3,I10,G47_NF_HLTH
IT,2010,100.0,I10,G47_NF_HLTH
IT,2011,100.8,I10,G47_NF_HLTH
IT,2012,98.9,I10,G47_NF_HLTH
IT,2013,98.5,I10,G47_NF_HLTH
IT,2014,100.0,I10,G47_NF_HLTH
IT,2015,102.8,I10,G47_NF_HLTH
IT,2016,104.7,I10,G47_NF_HLTH
IT,2017,107.3,I10,G47_NF_HLTH
IT,2018,100.5,I15,G47_NF_HLTH
IT,2019,100.2,I15,G47_NF_HLTH
IT,2020,94.7,I15,G47_NF_HLTH
IT,2021,101.7,I15,G47_NF_HLTH
IT,2022,107.8,I15,G47_NF_HLTH
IT,2023,109.1,I15,G47_NF_HLTH
LT,1998,46.1,I10,G47
LT,1999,44.1,I10,G47
LT,2000,49.0,I10,G47
LT,2001,50.4,I10,G47
LT,2002,54.7,I10,G47
LT,2003,60.1,I10,G47
LT,2004,68.0,I10,G47
LT,2005,80.5,I10,G47
LT,2006,94.0,I10,G47
LT,2007,115.0,I10,G47
LT,2008,130.0,I10,G47
LT,2009,104.1,I10,G47
LT,2010,100.0,I10,G47
LT,2011,112.6,I10,G47
LT,2012,119.7,I10,G47
LT,2013,125.8,I10,G47
LT,2014,132.6,I10,G47
LT,2015,135.8,I10,G47
LT,2016,143.7,I10,G47
LT,2017,157.0,I10,G47
LT,2018,126.9,I15,G47
LT,2019,134.9,I15,G47
LT,2020,137.7,I15,G47
LT,2021,164.5,I15,G47
LT,2022,200.6,I15,G47
LT,2023,207.8,I15,G47
LT,2024,131.9,I21,G47
LT,2025,141.2,I21,G47
LT,2018,110.8,I15,G476
LT,2019,120.6,I15,G476
LT,2020,114.5,I15,G476
LT,2021,143.8,I15,G476
LT,2022,174.6,I15,G476
LT,2023,132.1,I21,G476
LT,2024,155.9,I21,G476
LT,2025,166.4,I21,G476
LT,1998,42.0,I10,G47_NF_HLTH
LT,1999,43.3,I10,G47_NF_HLTH
LT,2000,44.8,I10,G47_NF_HLTH
LT,2001,49.3,I10,G47_NF_HLTH
LT,2002,57.2,I10,G47_NF_HLTH
LT,2003,59.3,I10,G47_NF_HLTH
LT,2004,65.3,I10,G47_NF_HLTH
LT,2005,79.1,I10,G47_NF_HLTH
LT,2006,86.1,I10,G47_NF_HLTH
LT,2007,96.0,I10,G47_NF_HLTH
LT,2008,107.6,I10,G47_NF_HLTH
LT,2009,103.6,I10,G47_NF_HLTH
LT,2010,100.0,I10,G47_NF_HLTH
LT,2011,104.8,I10,G47_NF_HLTH
LT,2012,112.2,I10,G47_NF_HLTH
LT,2013,121.0,I10,G47_NF_HLTH
LT,2014,126.8,I10,G47_NF_HLTH
LT,2015,132.6,I10,G47_NF_HLTH
LT,2016,141.7,I10,G47_NF_HLTH
LT,2017,145.3,I10,G47_NF_HLTH
LT,2018,112.8,I15,G47_NF_HLTH
LT,2019,131.0,I15,G47_NF_HLTH
LT,2020,137.3,I15,G47_NF_HLTH
LU,2000,50.6,I10,G47
LU,2001,53.8,I10,G47
LU,2002,57.2,I10,G47
LU,2003,61.8,I10,G47
LU,2004,66.8,I10,G47
LU,2005,70.3,I10,G47
LU,2006,77.4,I10,G47
LU,2007,83.2,I10,G47
LU,2008,89.0,I10,G47
LU,2009,89.3,I10,G47
LU,2010,100.0,I10,G47
LU,2011,124.7,I10,G47
LU,2012,152.5,I10,G47
LU,2013,173.8,I10,G47
LU,2014,189.2,I10,G47
LU,2015,134.9,I10,G47
LU,2016,63.7,I10,G47
LU,2017,52.2,I10,G47
LU,2018,32.4,I15,G47
LU,2019,34.2,I15,G47
LU,2020,33.2,I15,G47
LU,2021,38.5,I15,G47
LU,2022,44.0,I15,G47
LU,2023,46.6,I15,G47
LU,2024,135.7,I21,G47
LU,2025,149.8,I21,G47
LV,2000,38.9,I10,G47
LV,2001,41.9,I10,G47
LV,2002,47.2,I10,G47
LV,2003,55.1,I10,G47
LV,2004,65.1,I10,G47
LV,2005,84.7,I10,G47
LV,2006,106.8,I10,G47
LV,2007,130.9,I10,G47
LV,2008,135.7,I10,G47
LV,2009,101.5,I10,G47
LV,2010,100.0,I10,G47
LV,2011,108.1,I10,G47
LV,2012,117.9,I10,G47
LV,2013,122.1,I10,G47
LV,2014,125.8,I10,G47
LV,2015,128.3,I10,G47
LV,2016,129.9,I10,G47
LV,2017,139.3,I10,G47
LV,2018,116.3,I15,G47
LV,2019,121.3,I15,G47
LV,2020,122.2,I15,G47
LV,2021,130.7,I15,G47
LV,2022,158.8,I15,G47
LV,2023,163.2,I15,G47
LV,2024,125.5,I21,G47
LV,2025,129.3,I21,G47
LV,2000,33.54,I10,G47_NF_HLTH
LV,2001,41.5,I10,G47_NF_HLTH
LV,2002,41.21,I10,G47_NF_HLTH
LV,2003,46.16,I10,G47_NF_HLTH
LV,2004,50.52,I10,G47_NF_HLTH
LV,2005,66.55,I10,G47_NF_HLTH
LV,2006,80.02,I10,G47_NF_HLTH
LV,2007,102.69,I10,G47_NF_HLTH
LV,2008,111.61,I10,G47_NF_HLTH
LV,2009,100.93,I10,G47_NF_HLTH
LV,2010,100.0,I10,G47_NF_HLTH
LV,2011,104.06,I10,G47_NF_HLTH
LV,2012,111.23,I10,G47_NF_HLTH
LV,2013,120.35,I10,G47_NF_HLTH
LV,2014,120.47,I10,G47_NF_HLTH
ME,2000,17.4,I15,G47
ME,2001,22.1,I15,G47
ME,2002,28.8,I15,G47
ME,2003,31.9,I15,G47
ME,2004,37.2,I15,G47
ME,2005,43.8,I15,G47
ME,2006,65.2,I10,G47
ME,2007,87.8,I10,G47
ME,2008,103.0,I10,G47
ME,2009,102.3,I10,G47
ME,2010,100.0,I10,G47
ME,2011,124.8,I10,G47
ME,2012,133.4,I10,G47
ME,2013,148.4,I10,G47
ME,2014,152.4,I10,G47
ME,2015,159.0,I10,G47
ME,2016,165.7,I10,G47
ME,2017,171.0,I10,G47
ME,2018,114.5,I15,G47
ME,2019,121.3,I15,G47
ME,2020,109.6,I15,G47
ME,2021,132.5,I15,G47
ME,2022,171.6,I15,G47
ME,2023,198.6,I15,G47
ME,2024,165.8,I21,G47
ME,2025,179.1,I21,G47
ME,2006,53.5,I10,G47_NF_HLTH
ME,2007,69.7,I10,G47_NF_HLTH
ME,2008,89.8,I10,G47_NF_HLTH
ME,2009,98.8,I10,G47_NF_HLTH
ME,2010,100.0,I10,G47_NF_HLTH
ME,2011,106.1,I10,G47_NF_HLTH
ME,2012,95.9,I10,G47_NF_HLTH
ME,2013,98.5,I10,G47_NF_HLTH
ME,2014,123.7,I10,G47_NF_HLTH
ME,2015,142.4,I10,G47_NF_HLTH
ME,2016,152.1,I10,G47_NF_HLTH
MK,2010,97.8,I15,G47
MK,2011,109.9,I15,G47
MK,2012,106.9,I15,G47
MK,2013,103.1,I15,G47
MK,2014,96.2,I15,G47
MK,2015,100.0,I15,G47
MK,2016,109.0,I15,G47
MK,2017,107.9,I15,G47
MK,2018,119.0,I15,G47
MK,2019,132.8,I15,G47
MK,2020,116.8,I15,G47
MK,2021,133.8,I15,G47
MK,2022,158.1,I15,G47
MK,2023,162.4,I15,G47
MK,2024,128.5,I21,G47
MK,2025,131.2,I21,G47
MT,2000,81.2,I10,G47
MT,2001,80.9,I10,G47
MT,2002,81.0,I10,G47
MT,2003,83.0,I10,G47
MT,2004,83.8,I10,G47
MT,2005,81.6,I10,G47
MT,2006,80.8,I10,G47
MT,2007,88.1,I10,G47
MT,2008,88.7,I10,G47
MT,2009,86.8,I10,G47
MT,2010,100.0,I10,G47
MT,2011,105.4,I10,G47
MT,2012,109.2,I10,G47
MT,2013,110.2,I10,G47
MT,2014,112.1,I10,G47
MT,2015,120.1,I10,G47
MT,2016,122.8,I10,G47
MT,2017,131.0,I10,G47
MT,2018,121.4,I15,G47
MT,2019,129.2,I15,G47
MT,2020,121.3,I15,G47
MT,2021,133.9,I15,G47
MT,2022,152.6,I15,G47
MT,2023,163.2,I15,G47
MT,2024,128.8,I21,G47
MT,2025,135.6,I21,G47
NL,2000,88.0,I10,G47
NL,2001,92.6,I10,G47
NL,2002,95.0,I10,G47
NL,2003,93.4,I10,G47
NL,2004,91.7,I10,G47
NL,2005,92.6,I10,G47
NL,2006,99.0,I10,G47
NL,2007,102.9,I10,G47
NL,2008,105.6,I10,G47
NL,2009,100.1,I10,G47
NL,2010,100.0,I10,G47
NL,2011,100.6,I10,G47
NL,2012,99.3,I10,G47
NL,2013,96.1,I10,G47
NL,2014,96.7,I10,G47
NL,2015,98.0,I10,G47
NL,2016,99.7,I10,G47
NL,2017,103.9,I10,G47
NL,2018,110.3,I15,G47
NL,2019,113.6,I15,G47
NL,2020,118.1,I15,G47
NL,2021,124.1,I15,G47
NL,2022,134.5,I15,G47
NL,2023,140.9,I15,G47
NL,2024,115.6,I21,G47
NL,2025,118.7,I21,G47
NL,2000,124.6,I15,G476
NL,2001,132.0,I15,G476
NL,2002,136.8,I15,G476
NL,2003,130.7,I15,G476
NL,2004,125.1,I15,G476
NL,2005,121.6,I15,G476
NL,2006,130.8,I15,G476
NL,2007,141.1,I15,G476
NL,2008,143.6,I15,G476
NL,2009,134.0,I15,G476
NL,2010,126.3,I15,G476
NL,2011,120.2,I15,G476
NL,2012,112.5,I15,G476
NL,2013,107.4,I15,G476
